Id,CATEGORY,HOUSEHOLD_WEIGHT,KILOCALORIES,PROTEIN,CARBOHYDRATE,FIBER,TOTAL_FAT,SATURATED_FAT,CALCIUM,IRON,ZINC,SODIUM,VITAMIN_A,VITAMIN_C,VITAMIN_E,VITAMIN_K
788,PINE NUTS,28.35,629,11.57,19.3,10.69999981,60.98,9.377,8,3.06,4.28,72,29,2,0,0
789,PINEAPPLE,218.059,59.7,.443,15.535,.919999999,.108,.0063,13.5,.333,.11,1.1,38.9,17.79,.012,.47
790,PINEAPPLE JUC,241.5,84.25,.605,20.7025,.324999999,.0925,.00625,19,.455,.1825,2,17.5,26.95,.02,.475
791,PINEAPPLE&GRAPEFRUIT JUC DRK,250,47,.2,11.6,.100000001,.1,.006,7,.31,.06,14,2,46,.01,.1
792,PINEAPPLE&ORANGE JUC DRK,250,50,1.3,11.8,.100000001,0,0,5,.27,.06,3,19,22.5,.03,.1
793,PINON NUTS,0,541,7.41,51.06,43.40000153,34.08,3.21,18,3.53,2.89,310,0,0,11.3,0
794,PISTACHIO NUTS,122.53,565.3333333,21.10333333,27.46666667,10.30000019,45.46,5.516666667,109,4.183333333,2.266666667,138.6666667,359,3.2,2.053333333,8.8
795,PITANGA,173,33,.8,7.49,0,.4,0,9,.2,0,3,1500,26.3,0,0
796,PIZZA,688.182,274.2,11.57,28.872,2.280000019,12.488,4.3888,162.8,1.834,1.54,563.2,140.2,2.52,.346,2.82
797,"PIZZA HUT 12"" CHS PIZZA",88.63,284.6666667,12.98333333,29.93,1.700000008,12.51666667,5.706666667,231.6666667,1.84,1.716666667,697.6666667,356.3333333,0,.866666667,11.3
798,"PIZZA HUT 12"" PEPPERONI PIZZA",96.23,289,12.415,31.02,1.75,12.795,5.216,150.5,2.14,1.61,746.5,187.5,0,.765,13.9
799,"PIZZA HUT 12"" SUPER SUPREME PIZZA",127.06,243,10.9,25.62,2,10.72,4.554,129,2,1.45,689,137,0,.77,7.3
800,"PIZZA HUT 14"" CHS PIZZA",90.1,282.3333333,12.99,30.20666667,1.033333341,12.18,5.268333333,213,1.676666667,1.41,658.6666667,358.6666667,.133333333,.663333333,10.8
801,"PIZZA HUT 14"" PEPPERONI PIZZA",93.225,292.5,12.205,31.175,2.049999953,13.2,4.826,139.5,1.89,1.355,706,240.5,0,.785,15
802,"PIZZA HUT 14"" SUPER SUPREME PIZZA",122.77,248,11.34,26.01,2.299999952,10.95,4.217,104,1.53,1.15,658,156,.6,.66,8.1
803,PLAINS PRICKLYPEAR,0,66.5,.255,15.87,2.650000096,.21,0,90,.1,.07,2,0,8.6,0,1.45
804,PLANTAINS,174,119,1.045,31.52,2.299999952,.275,.106,2.5,.59,.135,4.5,1018,14.65,.135,.7
805,PLUMS,208.1718182,95.36363636,.708181818,24.84909091,2.499999967,.152727273,.015454545,14,.598181818,.138181818,8,753,3.009090909,.217272727,11.52727273
806,POKEBERRY SHOOTS,163.3333333,21,2.4,3.3,1.566666683,.4,.030666667,53,1.366666667,.206666667,98.33333333,8700,100,.566666667,72
807,POLISH SAUSAGE,227,326,14.1,1.63,0,28.72,10.33,12,1.44,1.93,876,0,1,0,0
808,POLLOCK,120.25,101,21.2625,0,0,1.04,.175,37,.39,.5275,102.75,56.75,0,.415,.075
809,POMEGRANATE JUC,249.03,54,.15,13.13,.100000001,.29,.077,11,.1,.09,9,0,.1,.38,10.4
810,POMEGRANATES,282.2,83,1.67,18.7,4,1.17,.12,10,.3,.35,3,0,10.2,.6,16.4
811,POMPANO,58.175,187.5,21.085,0,0,10.805,4.004,32.5,.635,.705,70.5,115,0,.09,.05
812,POPCORN,20.41428571,448.4285714,9.002857143,69.63142857,9.564285704,15.84928571,3.366285714,24.71428571,2.41,2.587857143,478.0714286,126.2857143,.1,1.286428571,3.521428571
813,POPEYES,82.55956522,271.0434783,19.9526087,10.94913043,.652173921,16.37652174,5.413826087,26.2173913,.979565217,1.212173913,584.9565217,61.82608696,.686956522,0,0
814,POPOVERS,28.35,371,10.4,71,0,4.3,.983,32,1.895,.88,906,0,.1,0,0
815,PORK,399.9469737,220.5164474,21.86463816,.373618421,0,14.10878289,4.960848684,14.43092105,1.473157895,2.396710526,461.2467105,144.3914474,1.204276316,.169572368,.003618421
816,PORK & TURKEY SAUSAGE,0,342,12.05,3.63,0,30.64,9.881,74,1.3,1.34,876,102,.7,.52,5.7
817,PORK SAUSAGE,0,340.3333333,16.33666667,0,0,29.97666667,9.863,53,1.13,1.916666667,712.3333333,70,.7,.423333333,.966666667
818,PORK SAUSAGE RICE LINKS,45,407,13.7,2.36,0,37.63,6.701,15,1.12,1.45,689,0,0,.22,3.4
819,PORK SKINS,28.35,541,59.6,.8,0,31.55,11.465,36.5,.96,.635,2252.5,353.5,1,.265,0
820,PORK&BF SAUSAGE,13,396,13.8,2.7,0,36.25,12.96,10,1.13,1.87,805,0,0,.22,1.6
821,POTATO,333.95,85,2.26,19.31,2.200000048,.11,.0305,13.5,.93,.325,8,6,14.65,.025,1.95
1075,TUNA,140.8107143,147.5714286,26.17,0,0,3.986428571,.871642857,14.64285714,1.137857143,.690714286,137.2857143,381.8571429,.285714286,.417857143,3.835714286
1076,TURBOT,181.5,108.5,18.315,0,0,3.365,.375,20.5,.41,.25,171,37.5,1.7,0,0
1077,TURKEY,302.5787097,182.5322581,23.56556452,.200322581,.00483871,9.015080645,2.607056452,20.55645161,2.01483871,2.655241935,127.0645161,1564.612903,.709677419,.064193548,.375
1078,TURKEY AND GRAVY,240,67,5.88,4.61,0,2.63,.85,14,.93,.7,554,42,0,0,0
1079,TURKEY BACON,82,382,29.6,3.1,0,27.9,8.294,9,2.11,3.03,2285,0,0,1.03,7.1
1080,TURKEY BREAST,864,126,22.16,0,0,3.46,.98,9,.66,1.53,397,0,0,0,0
1081,TURKEY HAM,83,125,18.55,2.485,.100000002,4.32,1.308,6.5,1.845,2.475,1076,12.5,4.45,.515,0
1082,TURKEY PATTIES,28,283,14,15.7,.5,18,4.69,14,2.2,1.44,800,36,0,.93,15.4
1083,TURKEY POT PIE,397,176,6.5,17.7,1.100000024,8.8,2.88,0,1,0,350,1767,0,0,0
1084,TURKEY ROLL,27.02,123.5,16.465,3.58,0,4.325,1.179,19.5,.86,1.445,814,0,0,.235,0
1085,TURKEY RST,634.5,137.5,19.46,4.735,0,3.99,1.315,3,1.865,2.225,679,0,0,.19,.35
1086,TURKEY SAUSAGE,42.66666667,183.6666667,19.89333333,3.746666667,.100000004,9.606666667,2.366666667,24,1.486666667,3.083333333,625,52.66666667,1,.103333333,.5
1087,TURKEY STKS,64,279,14.2,17,0,16.9,4.38,14,2.2,1.46,838,40,0,0,0
1088,TURKEY THIGH,314,157,18.8,0,0,8.54,2.65,8,1.51,4.12,437,0,0,0,0
1089,TURKEY&PORK SAUSAGE,130,307,22.7,.7,0,23,7.95,32,1.62,3.17,878,0,1.1,.39,5.7
1090,TURMERIC,6.8,354,7.83,64.93,21.10000038,9.88,3.12,183,41.42,4.35,38,0,25.9,3.1,13.4
1091,TURNIP GREENS,55,32,1.5,7.13,3.200000048,.3,.07,190,1.1,.19,40,11587,60,2.86,251
1092,TURNIP GRNS,145,21.85714286,2.024285714,3.94,2.757142884,.315714286,.073857143,133.1428571,1.43,.247142857,125.4285714,7500.571429,22.31428571,1.507142857,294.2857143
1093,TURNIP GRNS&TURNIPS,203.3333333,30,2.813333333,4.33,2.866666635,.316666667,.067333333,123.3333333,1.71,.3,97.33333333,7777.333333,20.73333333,1.42,276.7333333
1094,TURNIPS,173,22,1.07,4.6,1.933333317,.15,.015666667,28.66666667,.56,.188333333,117,4.333333333,9.4,.018333333,.083333333
1095,TURTLE,0,89,19.8,0,0,.5,.127,118,1.4,1,68,100,0,.5,.1
1096,TYSON CHICK FAJITA KIT,107,120,6.37,16.22,1.700000048,3.34,.8,20,1.06,0,344,670,18.7,0,0
1097,USDA CMDTY,94.13833333,219.75,14.79583333,16.0975,1.591666649,11.09916667,3.0125,46.16666667,1.66,1.739166667,534.5833333,47.16666667,.441666667,.769166667,2.425
1098,USDA CMDTY CHICK,0,162,27.52,0,0,5.72,1.572,12,1.16,1.94,271,41,0,.27,2
1099,USDA CMDTY FD,109.3,884,0,0,0,100,15.7655,0,.01,0,0,0,0,4.7475,116.875
1100,USDA CMDTY PEACHES,0,61,.56,15.65,.699999988,.15,0,3,.25,.16,7,493,2.5,1.23,2.8
1101,USDA CMDTY PEARS,0,56.5,.31,14.56,1.900000036,.17,0,7,.31,.115,4.5,0,.6,.155,.3
1102,USDA COMMODITY,8.439473684,194,15.54736842,4.496842105,.321052627,12.34789474,4.191736842,59.36842105,1.559473684,2.987894737,368.5263158,107,3.578947368,.008421053,.078947368
1103,VANILLA EXTRACT,13,146.5,.04,8.405,0,0,0,1.5,.09,.035,3.5,0,0,0,0
1104,VEAL,154.0059302,187.9418605,24.27813953,.393837209,.005813954,9.170930233,3.491569767,17,1.647093023,3.943139535,93.97674419,2065.755814,4.08255814,.26627907,1.61744186
1105,VEGETABLE JUC COCKTAIL,242,19,.63,4.55,.800000012,.09,.013,11,.42,.2,270,1558,27.7,.32,5.3
1106,VEGETABLE OIL,13.73333333,856.5,0,0,0,100,37.62783333,0,.006666667,0,0,0,0,4.413333333,38.96666667
1107,VEGETABLE OIL-BUTTER SPRD,78.33333333,425.6666667,.666666667,.666666667,0,47.66666667,13.929,19.33333333,.056666667,.013333333,658,3573,.066666667,6.456666667,54.93333333
1108,VEGETABLES,237.3333333,51.83333333,2.41,10.55666667,3.783333341,.253333333,.050166667,24,.823333333,.476666667,125.3333333,6155.666667,4.9,.223333333,13.9
1109,VERMICELLI,140,331,.1,82.32,3.900000095,.1,.014,55,1.81,4.24,4,37,0,.51,3.8
1110,VINEGAR,242.8,36.5,.1325,4.5675,0,0,0,11.5,.35,.04,9.5,0,.125,0,0
1111,VINESPINACH,0,19,1.8,3.4,0,.3,0,109,1.2,.43,24,8000,102,0,0
1112,VITASOY USA,149.2857143,68.42857143,6.771428571,3.342857143,.828571436,3.117142857,.47,120.1428571,1.077142857,.105714286,32.71428571,313.1428571,0,1.657142857,0
1113,WAFFLE,33.16666667,298.6666667,7.016666667,45.98666667,2.466666698,9.6,1.973333333,207,6.31,.503333333,685,964.3333333,0,.753333333,10.46666667
1114,WAFFLES,31.1075,290.25,7.035,41.555,1.700000048,10.6575,1.98125,287.25,5.2175,.57,625,1041.25,.1,.6625,6.275
1115,WALNUTS,121.045,636,19.645,11.81,6.75,62.105,4.747,79.5,3.015,3.23,2,30,1.5,1.25,2.7
1116,WALRUS,0,214.25,28.375,.875,0,10.825,.6425,4.5,19.05,0,0,20582.5,0,0,0
1117,WASABI,130,109,4.8,23.54,7.800000191,.63,0,128,1.03,1.62,17,35,41.9,0,0
1118,WATER,43.39866667,.066666667,0,.012,0,0,0,3.733333333,.001333333,.001333333,1.466666667,0,0,0,0
1119,WATER W/ ADDED VITAMINS & MINERALS,237,22,0,5.49,0,0,0,17,0,.32,0,105,12.7,1.9,0
1120,WATERCHESTNUTS,66,73.5,1.14,18.12,2.75,.08,.021,7.5,.465,.44,11,0,2.65,.85,.25
1121,WATERCRESS,34,11,2.3,1.29,.5,.1,.027,120,.2,.11,41,3191,43,1,250
1122,WATERMELON,154,30,.61,7.55,.400000006,.15,.016,7,.24,.1,1,569,8.1,.05,.1
1123,WATERMELON SD KRNLS,108,557,28.33,15.31,0,47.37,9.779,54,7.28,10.24,99,0,0,0,0
1124,WAXGOURD,160.6666667,12.66666667,.4,2.83,1.633333365,.2,.016,18.33333333,.386666667,.596666667,187,0,11.33333333,.053333333,1.866666667
1125,WEIGHT WATCHERS SMART ONES,255,95,6.7,13.3,1.700000048,1.7,.3,24,.5,0,250,254,3.2,0,0
1126,WENDY'S,172.4,235.2,12.152,21.499,1.729999995,11.175,3.584,51.9,2.09,1.516,426.9,0,1.06,0,6.83
1127,WHALE,0,390.1666667,23.31,.333333333,0,32.80666667,1.294,8.166666667,12.60833333,1.3,36.66666667,4275,0,.045,0
1128,WHEAT,173.1428571,315.1428571,11.64714286,68.33857143,8.985714181,1.78,.311,29.85714286,3.655714286,2.951428571,4,5.142857143,.371428571,.721428571,1.085714286
1129,WHEAT BRAN,58,216,15.55,64.51,42.79999924,4.25,.63,73,10.57,7.27,2,9,0,1.49,1.9
1130,WHEAT FLOUR,120,339,13.7,72.57,12.19999981,1.87,.322,34,3.88,2.93,5,9,0,.82,1.9
1131,WHEAT FLOURS,0,361,11.98,72.53,2.400000095,1.66,.244,15,.9,.85,2,2,0,.4,.3
1132,WHEAT FLR,50.5,365.35,10.963,74.3025,2.200000071,1.7635,.41085,55.55,4.013,.9255,99.15,.2,0,.107,.27
1133,WHEAT GERM,115,360,23.15,51.8,13.19999981,9.72,1.665,39,6.26,12.29,12,0,0,0,0
1134,WHELK,85,206,35.76,11.64,0,.6,.0465,85,7.545,2.445,309,124.5,5.4,.065,.05
1135,WHEY,173.5,185.75,6.5675,39.5425,0,.515,.32825,750,.565,2.21,537.25,27,.65,.005,.025
1136,WHIPPED CRM SUB,80,100,.9,10.6,0,6,3.186,3,.01,.01,106,0,0,.05,0
1137,WHIPPED TOPPING,75,224,3,23.6,0,13.1,11.273,71,.1,.1,72,74,0,.5,3.2
1138,WHISKEY SOUR MIX,27.1,184.6666667,.266666667,46.7,0,.1,.011666667,92,.203333333,.093333333,136.3333333,17,2.7,0,0
1139,WHITEFISH,162.6666667,138,22.32,0,0,4.766666667,.765333333,25.66666667,.446666667,.916666667,378.3333333,147,0,.133333333,.066666667
1140,WHITING,82,103,20.895,0,0,1.5,.3235,55,.38,.705,102,106.5,0,.3,.1
1141,WILD RICE,162,229,9.36,48.12,3.999999881,.71,.1025,12,1.28,3.65,5,11,0,.53,1.2
1142,WILLOW,0,357,4.35,14.4,0,31.3,0,65,1.95,0,0,9350,95,0,0
1143,WINE,29,6,.5,1.1,0,0,0,9,.4,.08,7,0,0,0,0
1144,WINGED BEAN,62,37,5.31,3.21,0,.66,.101,61,1.09,.28,240,88,9.8,0,0
1145,WINGED BEAN LEAVES,0,74,5.85,14.1,0,1.1,.272,224,4,1.28,9,8090,45,0,0
1146,WINGED BEAN TUBER,0,148,11.6,28.1,0,.9,.222,30,2,1.39,35,0,0,0,0
1147,WINGED BNS,115,160.75,13.1325,16.0425,0,5.9225,.88675,181.75,5.09,1.6475,73.75,54,7.025,0,0
1148,WOLFFISH,136,109.5,19.97,0,0,2.725,.4165,7,.105,.89,97,404,0,0,0
1149,WORTHINGTON CHIC-KETTS,55,204,25.91,4.6,3.700000048,9.16,1.4,21,3.41,1.33,737,0,0,0,0
1150,WORTHINGTON CHILI,230,123,10.39,10.87,3.400000095,4.22,.7,18,3.17,.8,453,84,0,0,0
1151,WORTHINGTON CHOPLETS,92,103,19.39,4.06,2.799999952,1.03,.16,8,1.51,1.04,456,0,0,0,0
1152,WORTHINGTON DICED CHIK,55,80,14.71,3.74,1.399999976,.65,0,55,1.89,.7,344,0,0,0,0
1153,WORTHINGTON DINNER RST,85,213,16.04,6.87,3.049999953,13.5,2.4,46,4.48,.92,671,0,0,0,0
1154,WORTHINGTON FRICHIK,90,160,13.43,3.36,1.5,10.33,1.41,34,2.63,.7,401,0,0,0,0
1155,WORTHINGTON FRIPATS,64,209,23.73,7.95,2.799999952,9.12,1.4,97,5.69,1.2,517,0,0,0,0
1156,WORTHINGTON LOFAT FRI CHIK,85,102,14.31,4.9,1,2.74,.4,35,3.25,.76,416,0,0,0,0
1157,WORTHINGTON LOFAT VEJA-LINKS,31,123,15.79,4.28,1.200000048,4.78,.73,21,5.71,.64,612,0,0,0,0
1158,WORTHINGTON MEATLESS CHICK,55,153,16.08,4.28,2.400000095,7.99,1.22,272,3.77,.71,452,0,0,0,0
1159,WORTHINGTON MEATLESS CORNED BF,57,244,18.62,9.87,4.699999809,14.47,2.27,24,4.67,.77,758,0,0,0,0
1160,WORTHINGTON MULTIGRAIN CUTLETS,92,108,18.1,6,3.099999905,1.3,.5,10,1.5,1.2,313,0,0,0,0
1161,WORTHINGTON PRIME STAKES,92,135,10.16,7.52,1.399999976,7.19,.95,15,3.37,.62,480,0,0,0,0
1162,WORTHINGTON PROSAGE LINKS,45,143,20.17,5.03,2.799999952,4.68,.9,26,6.09,1.01,819,0,0,0,0
1163,WORTHINGTON PROSAGE ROLL,55,261,19.61,5.95,3.5,17.61,3.4,28,3.63,.76,667,0,0,0,0
1164,WORTHINGTON SAUCETTES,38,219,14.99,5.59,2.799999952,15.19,0,40,5.1,.9,532,0,0,0,0
1165,WORTHINGTON SMOKED TURKEY,55,251,18.54,7.93,1.100000024,16.12,2.34,147,5.4,.76,859,0,0,0,0
1166,WORTHINGTON STAKELETS,71,211,19.7,9.56,2.799999952,10.39,1.8,73,3.51,1.22,651,0,0,0,0
1167,WORTHINGTON STRIPPLES,16,346,12.4,14.3,5.099999905,26.6,4.2,42,3.6,.6,1463,0,0,0,0
1168,WORTHINGTON SUPER LINKS,48,219,14.46,5.5,1.799999952,15.45,2.08,34,4.27,.93,708,0,0,0,0
1169,WORTHINGTON TURKEE SLICES,94,202,14.5,5.63,0,13.55,2.07,150,4.12,.64,565,0,0,0,0
1170,WORTHINGTON VEG SKALLOPS,85,109,19.89,4.56,3.400000095,1.19,.16,7,1.39,1.04,460,0,0,0,0
1171,WORTHINGTON VEG STEAKS,72,113,20.68,5.05,2.200000048,1.16,0,6,5.79,1.1,417,0,0,0,0
1172,WORTHINGTON VEGETARIAN BURGER,55,126,18.64,6.21,2.700000048,2.94,.46,8,3.91,1.17,451,0,0,0,0
1173,WORTHINGTON VEJA-LINKS,31,155,14.59,4.13,3.299999952,8.93,1.3,24,3.39,.52,530,0,0,0,0
1174,WORTHINGTON WHAM,55,196,17.83,5.71,0,11.29,1.62,46,4.93,.82,717,0,0,0,0
1175,Whale,0,111,26.5,0,0,.5,.092,7,25.9,2.76,78,340,0,0,0
1176,YACHTWURST,56,268,14.8,1.4,0,22.6,7.9,19,1,0,936,0,0,0,0
1177,YAM,140.6666667,116,1.503333333,27.45,3.966666698,.15,.031666667,15,.526666667,.213333333,87,127.3333333,13.76666667,.343333333,2.3
1178,YAMBEAN (JICAMA),40,37.33333333,.72,8.623333333,1.633333365,.09,.007,11.33333333,.58,.153333333,83.33333333,19.66666667,16.13333333,.153333333,.1
1179,YARDLONG BEAN,99.66666667,47,2.62,8.9,0,.2,.052333333,46,.81,.363333333,82.66666667,588.3333333,17.06666667,0,0
1180,YARDLONG BNS,169.6666667,194.3333333,13.63666667,34.69666667,6.199999968,.736666667,.190333333,74,4.63,1.886666667,87.66666667,22.66666667,.8,0,0
1181,YAUTIA (TANNIER),135,98,1.46,23.63,1.5,.4,.082,9,.98,.5,21,8,5.2,0,0
1182,YELLOWTAIL,166.5,166.5,26.405,0,0,5.98,.64,26,.56,.595,44.5,99.5,2.85,0,.05
1183,YOGURT,197.1818182,84.18181818,4.476363636,14.37272727,.109090913,1.06,.682727273,151.6363636,.106363636,.806363636,67.72727273,71.72727273,.681818182,.024545455,.290909091
